eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,1373455,1373489,35,398.2,707.3,632.4,707.8,4.8,215
R,1373623,1373666,44,648.0,713.9,902.3,693.3,5.3,162
L,1373613,1373717,105,618.3,710.5,910.9,726.5,6.1,166
R,1373835,1373862,28,936.8,688.1,1056.8,682.3,2.5,140
L,1373842,1373884,43,921.5,716.2,1075.4,737.2,3.3,137
L,1374067,1374082,16,1067.5,686.8,1110.6,677.0,0.9,82
R,1374065,1374084,20,1080.2,672.3,1151.1,659.5,1.5,93
L,1374261,1374289,29,1144.6,660.3,1005.6,663.2,2.9,140
R,1374263,1374290,28,1159.2,643.7,1026.6,656.5,2.8,136
L,1374513,1374530,18,1005.1,662.6,946.4,678.4,1.3,108
R,1374514,1374533,20,1021.3,659.8,948.6,674.6,1.6,120
L,1374778,1374794,17,955.5,673.6,1002.2,648.8,1.1,93
R,1374775,1374797,23,951.5,667.7,1028.2,643.2,1.7,125
L,1375007,1375045,39,1013.7,641.3,1254.8,622.4,5.1,230
R,1375006,1375046,41,1030.5,635.0,1298.6,615.9,5.7,259
L,1375199,1375222,24,1262.9,637.3,1393.7,625.3,2.7,191
R,1375197,1375224,28,1285.3,614.6,1438.2,599.6,3.2,213
R,1375428,1375467,40,1434.4,603.8,1103.1,699.7,7.2,313
L,1375427,1375474,48,1415.0,623.5,1057.1,715.2,7.7,323
L,1375635,1375662,28,1075.3,710.8,928.5,704.6,3.1,187
R,1375636,1375663,28,1072.8,701.1,932.3,704.4,3.0,174
R,1375828,1375866,39,930.1,699.9,1274.5,680.5,7.2,295
L,1375829,1375867,39,929.0,703.2,1244.3,690.3,6.6,255
R,1376048,1376073,26,1270.9,678.3,1420.3,661.1,3.1,194
L,1376049,1376076,28,1261.7,704.2,1403.7,682.7,3.0,158
L,1376320,1376387,68,1424.4,682.2,336.5,711.1,22.1,546
R,1376321,1376388,68,1427.7,657.9,371.4,742.6,21.5,541
R,1376564,1376592,29,401.0,736.1,572.4,746.9,3.5,208
L,1376565,1376593,29,389.2,746.5,558.6,756.5,3.5,202
R,1376673,1376811,139,581.8,750.3,842.0,712.7,5.4,951
L,1376661,1376834,174,582.1,751.6,822.0,736.4,5.0,553
R,1377028,1377057,30,833.5,735.6,1051.4,732.4,4.6,284
L,1377029,1377058,30,830.0,735.9,1037.2,729.1,4.3,277
R,1377190,1377223,34,1044.1,731.3,760.1,754.2,6.0,339
L,1377189,1377229,41,1045.9,737.7,748.5,753.5,6.2,368
R,1377425,1377466,42,751.1,734.2,399.6,787.5,7.3,334
L,1377423,1377467,45,752.4,752.6,386.1,781.4,7.5,328
R,1377689,1377715,27,405.7,775.5,554.9,799.4,3.1,226
L,1377689,1377716,28,400.7,787.5,545.7,804.5,3.0,202
L,1377889,1377912,24,547.5,799.6,673.6,803.7,2.6,189
R,1377887,1377913,27,555.8,791.8,694.1,799.2,2.9,214
R,1377983,1378253,271,698.0,795.8,559.7,782.0,2.9,769
L,1377969,1378257,289,686.2,798.5,512.2,781.8,3.6,381
L,1378383,1378455,73,532.5,748.3,541.9,795.1,1.0,115
L,1378558,1378581,24,530.8,759.0,636.0,779.9,2.2,162
R,1378557,1378581,25,550.7,785.6,664.5,787.1,2.3,175
L,1378735,1378761,27,645.2,796.7,791.0,792.1,3.0,194
R,1378734,1378761,28,658.6,795.8,814.4,800.9,3.2,218
R,1378978,1379191,214,795.5,803.5,911.8,754.0,2.6,1114
L,1378978,1379250,273,798.9,797.8,902.2,795.9,2.2,647
R,1379313,1379340,28,885.2,781.8,1042.7,774.3,3.3,227
L,1379315,1379346,32,898.3,765.8,1044.3,786.3,3.1,191
R,1379538,1379568,31,1030.8,788.0,1198.9,782.4,3.5,214
L,1379540,1379570,31,1044.8,763.5,1199.6,777.6,3.2,180
L,1379871,1379908,38,1209.8,784.5,1394.4,794.2,3.8,132
R,1379870,1379909,40,1195.1,781.2,1396.1,776.1,4.1,164
L,1380133,1380155,23,1398.2,796.7,1272.5,795.9,2.6,176
R,1380133,1380155,23,1393.9,771.7,1275.8,771.1,2.4,160
L,1380326,1380346,21,1239.1,807.0,1160.8,807.6,1.6,109
R,1380327,1380346,20,1230.8,780.1,1152.6,794.9,1.6,108
L,1380549,1380594,46,1125.3,808.6,1456.9,807.7,6.8,247
R,1380548,1380595,48,1124.6,789.7,1475.6,782.1,7.2,324
L,1380714,1380795,82,1446.8,814.0,393.4,841.9,21.3,478
R,1380715,1380796,82,1440.4,775.9,466.0,863.9,19.7,401
R,1380921,1380932,12,458.8,874.5,436.1,879.9,0.5,47
L,1380930,1380951,22,406.0,846.7,375.1,810.9,0.9,84
L,1380990,1381002,13,353.6,790.2,361.5,830.4,0.8,64
L,1381071,1381098,28,373.4,838.8,556.2,824.0,3.7,211
R,1381067,1381100,34,410.7,872.4,650.2,855.4,4.9,240
L,1381280,1381320,41,643.4,870.0,790.5,862.6,3.0,134
R,1381246,1381351,106,700.6,906.8,834.8,862.1,2.9,238
R,1381459,1381522,64,841.4,868.8,957.6,850.9,2.4,944
L,1381401,1381527,127,786.9,802.1,909.2,884.0,3.0,198
R,1381597,1381665,69,946.6,845.5,360.8,731.2,12.2,360
L,1381595,1381696,102,905.3,847.5,312.4,680.6,12.6,416
L,1381815,1381829,15,347.4,699.4,322.5,682.5,0.6,46
R,1381814,1381833,20,380.3,735.3,342.6,718.4,0.8,48
R,1382043,1382054,12,339.1,697.5,320.9,678.4,0.5,52
L,1382043,1382054,12,313.9,671.1,287.3,642.6,0.8,79
R,1382185,1383129,945,314.2,682.8,610.1,590.5,6.3,503
L,1382184,1383133,950,285.6,659.1,483.6,573.5,4.4,451
R,1383241,1383281,41,520.0,701.6,426.0,911.4,4.6,208
L,1383244,1383282,39,482.5,706.0,410.9,896.9,4.1,179
R,1383516,1383575,60,438.7,873.9,487.5,281.5,12.2,385
L,1383516,1383576,61,431.4,860.6,428.8,309.7,11.3,356
R,1383655,1383681,27,467.6,314.2,498.2,191.6,2.6,125
L,1383654,1383688,35,457.5,335.6,474.8,170.1,3.5,131
L,1383864,1383880,17,554.5,65.3,516.1,29.9,1.1,97
R,1383864,1383883,20,567.3,110.4,522.3,73.1,1.2,99
R,1384125,1384143,19,536.9,77.6,613.6,77.0,1.6,125
L,1384126,1384146,21,518.9,26.7,605.7,7.6,1.9,129
L,1384392,1384423,32,640.4,-1.0,829.8,28.6,4.0,183
R,1384391,1384423,33,649.9,65.4,862.0,72.5,4.5,232
R,1384554,1384579,26,864.4,70.9,1037.2,47.0,3.7,240
L,1384553,1384582,30,821.8,43.7,995.8,80.4,3.8,223
R,1384749,1384781,33,1056.7,41.2,1204.1,35.5,3.1,162
L,1384747,1384783,37,1025.2,77.6,1204.2,65.5,3.8,162
L,1384936,1384972,37,1207.7,57.7,1433.8,40.8,4.7,234
R,1384936,1384972,37,1202.1,22.8,1459.1,18.9,5.3,261
R,1385066,1385250,185,1448.1,24.0,428.0,98.1,21.0,520
L,1385065,1385275,211,1437.5,61.0,404.3,132.1,21.3,468
L,1385481,1385502,22,433.6,127.6,513.4,94.1,1.8,124
R,1385480,1385502,23,436.7,130.5,525.8,127.7,1.8,127
R,1385658,1385684,27,537.8,121.2,718.8,135.7,3.8,246
L,1385658,1385690,33,526.3,106.9,722.5,122.0,4.1,216
L,1385886,1385909,24,730.9,156.4,853.0,150.7,2.6,154
R,1385884,1385909,26,743.7,141.9,891.5,130.4,3.1,198
L,1386174,1386739,566,874.5,135.3,1249.5,94.0,8.0,516
R,1386185,1386761,577,912.9,131.7,1280.6,106.0,7.8,348
R,1387038,1387043,6,1203.6,57.8,1213.3,52.5,0.2,41
L,1387036,1387045,10,1190.2,58.6,1213.3,40.3,0.6,70
L,1387117,1387147,31,1210.5,38.7,987.5,-0.9,4.8,319
R,1387118,1387147,30,1211.2,40.7,1028.9,38.3,3.9,263
L,1387338,1387375,38,1010.4,38.9,751.0,94.5,5.6,306
R,1387340,1387375,36,1042.8,45.3,794.8,119.4,5.5,356
L,1387533,1387559,27,778.7,107.0,930.0,105.3,3.2,226
R,1387533,1387559,27,797.9,115.6,972.9,106.1,3.7,266
R,1387702,1387734,33,970.7,117.9,1212.2,103.2,5.1,305
L,1387702,1387741,40,937.8,112.2,1223.0,88.1,6.1,301
L,1387963,1387980,18,1224.9,99.6,1162.8,97.0,1.3,105
R,1387965,1387981,17,1218.6,104.9,1166.4,99.0,1.1,91
R,1388099,1388132,34,1162.9,94.4,1493.9,75.3,6.9,358
L,1388100,1388141,42,1163.8,90.4,1499.0,49.4,7.0,315
L,1388287,1388343,57,1504.4,54.4,707.7,160.9,16.7,470
R,1388288,1388344,57,1511.1,81.4,737.4,153.6,16.2,459
L,1388481,1388504,24,715.2,181.6,623.8,190.3,1.9,154
R,1388483,1388505,23,709.1,164.8,620.1,170.4,1.9,153
R,1388678,1388710,33,628.6,159.3,909.0,167.1,5.9,344
L,1388678,1388711,34,629.0,183.9,891.8,180.7,5.6,290
R,1388791,1388935,145,925.6,191.3,1206.8,142.6,6.1,405
L,1388783,1388948,166,917.7,190.8,1192.6,130.9,6.0,539
R,1389059,1389082,24,1190.0,143.6,1304.2,154.1,2.4,157
L,1389059,1389083,25,1198.9,146.5,1321.1,136.6,2.6,158
L,1389213,1389275,63,1335.8,141.6,429.7,417.6,19.7,544
R,1389214,1389276,63,1316.6,151.6,439.5,387.4,18.8,526
L,1389480,1389505,26,449.6,419.4,584.6,423.1,2.8,177
R,1389479,1389505,27,438.4,388.0,582.5,397.9,3.0,191
R,1389680,1389708,29,584.6,398.4,741.9,404.4,3.3,200
L,1389683,1389709,27,592.9,427.3,744.6,434.7,3.2,186
L,1389920,1389938,19,762.1,447.1,831.7,438.6,1.5,107
R,1389918,1389938,21,759.2,419.6,837.4,409.1,1.7,128
R,1390098,1390122,25,856.3,404.9,994.0,405.6,2.9,200
L,1390100,1390123,24,845.2,430.7,966.8,427.3,2.6,170
L,1390229,1390265,37,1004.6,424.9,1184.2,412.1,3.8,133
R,1390229,1390266,38,1026.7,403.1,1213.6,394.9,4.0,156
L,1390471,1390500,30,1200.2,409.0,1373.8,397.4,3.6,178
R,1390471,1390502,32,1211.5,385.4,1400.9,383.9,4.0,197
L,1390741,1390750,10,1403.8,394.7,1381.6,393.4,0.5,55
R,1390740,1390751,12,1406.9,379.4,1379.7,380.6,0.6,55
L,1390917,1390963,47,1369.6,396.8,1077.9,416.0,6.2,241
R,1390919,1390963,45,1368.9,386.2,1106.2,406.8,5.5,206
L,1391115,1391127,13,1077.0,425.9,1052.1,424.3,0.5,46
R,1391115,1391129,15,1092.4,413.7,1057.5,411.2,0.7,57
L,1391282,1391300,19,1020.1,417.5,961.6,417.8,1.2,84
R,1391282,1391300,19,1036.6,411.7,990.5,408.2,1.0,63
R,1391433,1391487,55,991.5,415.7,1310.4,397.8,6.8,186
L,1391433,1391489,57,962.4,418.2,1293.2,390.8,7.0,171
L,1391649,1391663,15,1346.0,382.4,1388.3,379.6,0.9,78
R,1391639,1391665,27,1323.7,389.3,1397.8,384.4,1.6,75
L,1391832,1391850,19,1499.5,376.6,1538.8,369.0,0.8,58
R,1391834,1391851,18,1493.7,381.2,1533.0,384.4,0.8,55
L,1391963,1392065,103,1559.7,366.9,452.8,427.5,22.7,417
R,1391963,1392070,108,1542.2,379.3,484.0,450.6,21.7,388
R,1392338,1392710,373,399.7,490.0,423.3,543.7,1.2,204
L,1392320,1392773,454,383.8,476.6,369.4,437.6,0.9,280
L,1393166,1393183,18,452.9,487.8,514.7,492.8,1.3,87
R,1393166,1393184,19,487.3,494.0,557.2,505.0,1.5,117
L,1393365,1393390,26,553.7,492.8,673.5,497.8,2.5,141
R,1393363,1393391,29,571.0,502.9,718.6,510.9,3.1,171
L,1393597,1393621,25,710.6,491.8,834.7,497.8,2.6,161
R,1393596,1393621,26,732.6,512.4,866.4,514.1,2.8,175
L,1393825,1393849,25,855.0,497.8,983.3,487.2,2.7,184
R,1393823,1393849,27,877.6,513.5,1017.9,512.4,3.0,202
L,1394025,1394047,23,989.3,500.0,1103.2,511.2,2.4,171
R,1394023,1394049,27,1005.2,499.2,1140.3,507.7,2.9,201
L,1394292,1394316,25,1142.3,505.1,1264.4,522.1,2.6,180
R,1394291,1394316,26,1145.9,495.3,1279.2,507.5,2.8,204
L,1394515,1394542,28,1268.4,523.3,1429.1,526.0,3.3,223
R,1394515,1394542,28,1264.3,506.3,1438.3,509.8,3.6,256
L,1394716,1394781,66,1432.3,530.0,446.0,567.9,20.3,506
R,1394717,1394783,67,1425.1,511.8,441.1,586.3,20.3,475
L,1394941,1394950,10,454.4,587.7,433.3,597.2,0.5,53
R,1394943,1394952,10,441.6,589.8,423.8,603.6,0.5,54
R,1395027,1395056,30,429.9,609.3,607.6,605.6,3.7,227
L,1395028,1395057,30,433.8,600.9,611.1,597.0,3.7,210
L,1395182,1395208,27,611.7,594.0,466.0,645.5,3.2,202
R,1395183,1395210,28,597.5,597.9,464.1,665.1,3.1,208
L,1395416,1395440,25,475.5,641.5,621.9,647.1,3.0,180
R,1395416,1395454,39,471.4,660.4,668.2,665.9,4.1,218
L,1395596,1395640,45,677.6,646.6,892.5,644.1,4.5,198
R,1395595,1395640,46,674.7,660.1,902.0,662.1,4.8,213
L,1395915,1395939,25,909.8,634.3,1021.5,616.0,2.4,112
R,1395910,1395940,31,896.1,658.6,1042.5,642.5,3.1,150
R,1396054,1396079,26,1062.2,632.4,1182.1,632.1,2.5,150
L,1396056,1396081,26,1051.6,624.9,1161.0,624.8,2.3,132
R,1396246,1396273,28,1220.9,628.0,1366.4,609.1,3.1,162
L,1396248,1396275,28,1217.8,625.6,1352.2,627.9,2.8,132
L,1396471,1396558,88,1365.6,628.0,369.6,653.2,20.4,421
R,1396472,1396560,89,1376.3,602.0,412.7,676.6,19.8,399
R,1396869,1396876,8,437.9,735.2,464.3,740.9,0.6,74
L,1396867,1396877,11,408.7,610.8,438.5,642.5,0.9,92
R,1397067,1397092,26,508.0,747.4,642.9,751.9,2.8,161
L,1397074,1397095,22,467.4,674.8,554.3,673.7,1.8,124
R,1397257,1397279,23,673.1,745.5,793.0,733.2,2.5,157
L,1397254,1397297,44,571.4,702.9,779.6,717.7,4.3,192
R,1397441,1397466,26,851.1,738.1,956.8,751.9,2.2,118
L,1397447,1397510,64,808.2,708.1,1018.1,754.3,4.5,343
R,1397777,1398522,746,1043.8,738.2,1038.4,683.4,1.1,683
R,1398718,1398739,22,1056.7,706.7,1169.0,717.4,2.4,165
L,1397642,1398825,1184,1028.3,738.2,1103.1,707.3,1.7,586
R,1398891,1399009,119,1178.8,715.6,1392.8,704.1,4.4,654
L,1398881,1399013,133,1113.8,735.9,1334.6,712.1,4.6,193
L,1399065,1399076,12,1344.6,714.9,1344.1,689.7,0.5,62
R,1399119,1399158,40,1381.1,694.7,1618.5,752.6,5.0,302
L,1399123,1399165,43,1363.1,693.5,1575.4,707.8,4.3,184
R,1399287,1399373,87,1573.9,707.7,389.8,812.6,23.8,477
L,1399287,1399389,103,1576.9,680.7,324.9,753.8,25.1,650
L,1399477,1399498,22,392.6,794.3,403.1,893.7,2.0,157
R,1399489,1399502,14,425.9,824.9,418.8,849.4,0.5,59
L,1399549,1399555,7,372.1,883.1,365.4,858.4,0.5,72
L,1399747,1399781,35,337.4,778.1,549.5,749.7,4.3,220
R,1399746,1399782,37,380.8,781.0,623.3,794.6,4.9,252
R,1399931,1399974,44,627.8,786.7,906.8,798.2,5.8,321
L,1399928,1400001,74,571.1,785.3,891.6,949.0,7.4,370
L,1400026,1400099,74,876.4,909.4,844.3,799.3,2.4,85
R,1400145,1400170,26,883.9,793.0,1075.8,785.4,4.0,267
L,1400145,1400173,29,848.2,815.4,999.8,793.4,3.2,204
R,1400497,1400552,56,1067.7,785.6,428.1,784.7,13.1,486
L,1400477,1400590,114,1004.8,811.2,382.8,650.6,13.2,618
R,1400640,1400863,224,445.5,763.1,560.1,889.7,3.5,322
L,1400618,1400867,250,396.4,684.0,615.4,942.6,6.8,140
R,1400937,1401013,77,578.2,914.5,283.6,821.2,6.2,431
L,1400949,1401040,92,618.0,992.8,285.4,894.5,6.9,198
L,1401047,1401089,43,292.1,876.6,272.5,730.4,3.0,133
R,1401394,1401419,26,308.7,719.8,387.6,828.9,2.7,168
L,1401394,1401424,31,261.5,663.4,321.6,741.9,2.0,96
R,1401556,1402612,1057,396.2,819.6,732.8,385.1,11.3,484
L,1401542,1402623,1082,327.2,743.0,609.4,432.3,8.6,432
L,1402712,1402733,22,642.9,418.3,598.8,333.3,2.0,132
R,1402713,1402734,22,690.2,367.3,637.7,291.8,1.9,141
L,1402860,1402896,37,629.6,328.3,539.6,-6.5,7.3,478
R,1402861,1402900,40,629.6,291.9,560.0,56.3,5.2,276
R,1403267,1403297,31,555.4,93.6,764.0,92.1,4.4,242
L,1403267,1403298,32,532.0,17.1,720.1,20.3,3.9,176
R,1403364,1403402,39,775.7,93.0,1101.0,93.8,6.9,351
L,1403367,1403404,38,737.0,28.4,1070.7,64.1,7.1,363
L,1403481,1403507,27,1077.9,80.3,1244.1,105.1,3.5,220
R,1403482,1403507,26,1094.6,93.9,1245.5,87.8,3.2,209
R,1403644,1403667,24,1278.4,90.5,1410.0,70.1,2.8,171
L,1403645,1403668,24,1293.4,152.5,1413.7,125.7,2.6,152
R,1403852,1403927,76,1405.1,79.6,842.6,140.6,11.9,220
L,1403856,1403930,75,1411.2,136.1,789.0,137.0,13.1,263
L,1404258,1404278,21,781.7,119.0,694.2,115.9,1.9,137
R,1404258,1404282,25,821.4,146.3,719.4,143.9,2.2,144
R,1404376,1404424,49,721.3,140.8,1144.0,138.1,9.0,310
L,1404378,1404425,48,699.2,110.0,1141.7,169.2,9.5,309
L,1404644,1404664,21,1191.2,188.9,1246.1,177.4,1.2,80
R,1404647,1404664,18,1184.8,126.1,1236.5,125.3,1.1,73
L,1404749,1404814,66,1260.5,180.7,453.7,479.6,17.9,454
R,1404748,1404814,67,1245.8,126.9,460.3,440.2,17.6,446
L,1404991,1405015,25,541.1,497.0,619.7,504.8,1.6,85
R,1404990,1405017,28,514.7,497.6,614.4,506.2,2.1,103
L,1405160,1405186,27,671.0,504.7,805.3,517.5,2.9,153
R,1405159,1405186,28,660.0,503.2,809.6,505.6,3.2,186
L,1405387,1405413,27,819.9,517.5,929.9,502.3,2.4,152
R,1405385,1405414,30,812.4,512.6,946.9,501.4,2.9,154
L,1405617,1405647,31,915.2,505.9,692.6,561.0,4.8,292
R,1405615,1405648,34,937.6,504.0,701.0,567.1,5.2,269
L,1405785,1405831,47,702.2,561.6,690.0,613.5,1.1,63
L,1405884,1405895,12,671.1,600.8,644.7,579.7,0.7,72
L,1405987,1406022,36,676.7,589.3,827.4,546.9,3.3,137
R,1405986,1406023,38,717.3,552.4,871.7,543.8,3.3,121
R,1406154,1406206,53,882.1,556.8,575.1,576.0,6.5,217
L,1406151,1406213,63,844.2,557.9,536.8,511.5,6.5,367
R,1406362,1406406,45,587.6,591.6,593.4,598.1,0.2,63
R,1406447,1406530,84,628.0,579.8,1008.4,541.4,8.0,491
L,1406361,1406535,175,571.5,530.2,952.6,566.7,8.0,258
R,1406670,1406694,25,1024.2,562.5,1025.5,575.5,0.3,72
R,1406751,1406765,15,1053.5,576.1,1098.4,571.9,0.9,83
R,1406810,1406826,17,1203.2,546.9,1225.0,545.0,0.5,159
R,1406889,1406928,40,1237.6,560.0,1261.5,613.3,1.2,92
R,1406956,1407010,55,1272.1,599.7,1347.5,563.0,1.8,135
L,1406603,1407016,414,987.5,590.2,1358.7,506.9,8.0,486
R,1407058,1407073,16,1328.5,552.3,1315.5,511.2,0.9,62
R,1407110,1407128,19,1317.2,515.1,1322.8,556.4,0.9,57
R,1407187,1407371,185,1284.7,586.3,815.9,697.0,10.1,742
R,1407409,1407593,185,819.6,722.9,793.3,776.0,1.2,153
L,1407169,1408344,1176,1347.0,525.0,707.6,943.4,15.7,257
L,1408377,1408381,5,677.7,911.8,674.4,903.5,0.2,70
L,1408435,1408534,100,681.6,899.7,685.2,908.0,0.2,92
L,1408588,1408599,12,688.9,934.3,675.2,910.0,0.6,70
L,1408643,1408683,41,669.1,876.6,710.4,844.5,1.1,82
R,1407665,1408804,1140,797.7,791.4,852.6,208.9,12.2,583
L,1408720,1408806,87,700.2,822.9,704.3,144.3,14.2,385
R,1408942,1408960,19,828.4,191.9,827.2,137.1,1.2,81
L,1408941,1408962,22,720.1,151.0,725.0,83.3,1.4,82
R,1409078,1409111,34,828.5,119.5,1015.6,95.1,4.0,238
L,1409078,1409116,39,729.5,76.3,938.2,66.5,4.4,235
R,1409228,1409254,27,1003.2,79.2,1171.3,31.0,3.7,252
L,1409227,1409255,29,880.3,44.6,1076.5,28.7,4.2,250
L,1409397,1409433,37,1075.4,31.8,1317.9,85.6,5.2,210
R,1409400,1409435,36,1161.0,23.9,1353.0,24.0,4.0,192
R,1409556,1409583,28,1331.9,20.3,1517.2,1.2,3.9,229
L,1409557,1409591,35,1330.5,89.3,1500.8,37.8,3.7,140
L,1409688,1409751,64,1511.3,30.4,670.1,118.5,17.6,528
R,1409691,1409753,63,1533.1,-2.9,768.2,147.7,16.2,412
R,1409914,1409963,50,821.2,175.4,1075.2,144.1,5.5,148
L,1409915,1409965,51,740.4,149.5,1022.2,147.1,6.0,188
L,1410142,1410223,82,980.3,149.4,366.2,726.3,17.5,421
R,1410143,1410225,83,1056.9,146.9,422.6,723.3,17.8,388
R,1410605,1410640,36,470.9,702.5,758.4,671.7,6.0,270
L,1410604,1410641,38,427.1,665.1,756.4,687.0,6.8,293
L,1410793,1410834,42,760.8,689.9,1112.4,668.4,7.4,296
R,1410792,1410835,44,755.6,668.8,1147.6,663.9,8.2,350
R,1411069,1411105,37,1115.1,668.6,1398.0,644.0,5.9,310
L,1411069,1411107,39,1086.9,683.1,1371.6,651.9,6.0,294
L,1411232,1411301,70,1371.0,670.2,292.8,695.0,21.9,577
R,1411233,1411303,71,1386.3,641.3,378.6,745.9,20.6,528
R,1411427,1411587,161,413.5,754.9,438.7,628.1,2.6,526
L,1411408,1411616,209,373.2,720.5,398.1,553.5,3.5,446
R,1411743,1411763,21,404.4,652.4,327.7,678.0,1.6,113
L,1411739,1411764,26,437.5,564.2,323.2,622.2,2.6,160
R,1411887,1411911,25,326.8,681.6,395.5,779.1,2.4,171
L,1411886,1411914,29,296.9,650.1,374.4,762.6,2.8,192
L,1412084,1412107,24,386.2,754.0,497.3,756.1,2.2,128
R,1412078,1412111,34,387.8,768.4,541.8,758.0,3.1,130
R,1412331,1412362,32,551.0,756.9,339.0,646.3,4.9,232
L,1412327,1412371,45,546.8,755.9,339.3,539.7,6.1,260
L,1412584,1413583,1000,296.9,637.8,1155.2,329.5,18.8,474
R,1412605,1413585,981,327.6,678.4,1229.3,315.8,20.0,385
L,1413650,1413661,12,1259.0,295.0,1280.6,258.1,0.9,89
R,1413635,1413682,48,1242.4,287.5,1315.9,128.7,3.7,125
L,1413818,1413845,28,1315.5,191.5,1481.6,97.9,4.0,276
R,1413818,1413853,36,1328.2,106.3,1511.9,41.3,4.0,367
L,1414001,1414050,50,1493.5,77.0,798.3,174.6,14.6,550
R,1414003,1414050,48,1528.6,31.8,882.8,117.7,13.6,500
R,1414262,1414310,49,890.5,164.1,1316.0,64.6,9.2,290
L,1414265,1414312,48,845.3,192.0,1298.5,119.6,9.7,352
R,1414524,1414599,76,1282.0,93.7,587.8,146.4,14.6,323
L,1414524,1414603,80,1268.8,147.6,559.5,206.1,14.9,344
L,1414678,1414705,28,586.3,181.3,573.1,102.0,1.7,84
L,1414798,1415663,866,539.9,102.7,556.4,452.7,7.4,439
R,1414811,1415680,870,548.3,130.7,617.2,481.1,7.5,564
R,1415732,1415739,8,537.6,471.7,513.1,466.9,0.5,71
R,1415901,1415949,49,443.9,415.3,461.0,62.1,7.4,305
L,1415901,1415949,49,469.1,432.7,440.5,41.6,8.2,342
R,1416138,1416161,24,501.1,83.7,618.4,70.2,2.5,158
L,1416141,1416162,22,512.2,52.7,597.7,42.0,1.8,114
L,1416406,1416434,29,635.1,43.7,774.4,45.3,2.9,179
R,1416404,1416437,34,651.7,65.4,849.9,80.1,4.2,232
L,1416575,1416609,35,773.0,51.0,998.5,71.9,4.8,308
R,1416573,1416609,37,843.1,66.6,1075.0,72.3,4.9,270
L,1416666,1416935,270,1000.7,89.1,1372.8,89.9,7.8,268
R,1416699,1416937,239,1048.2,114.2,1402.4,84.8,7.5,195
L,1417102,1417115,14,1376.9,95.4,1339.6,88.2,0.8,73
R,1417102,1417117,16,1362.7,90.6,1324.5,81.5,0.8,70
L,1417190,1417216,27,1341.7,79.1,1497.4,43.5,3.3,246
R,1417190,1417217,28,1336.3,75.7,1500.3,50.8,3.4,254
R,1417429,1417448,20,1480.8,57.8,1400.9,57.7,1.6,125
L,1417428,1417449,22,1515.4,48.1,1432.2,71.3,1.8,142
L,1417627,1417681,55,1438.3,80.7,714.8,132.4,15.2,561
R,1417630,1417683,54,1411.5,65.9,717.5,141.1,14.6,458
R,1417868,1417903,36,723.5,153.3,1055.5,157.4,7.1,376
L,1417869,1417904,36,732.6,152.1,1028.6,166.9,6.3,319
L,1418191,1418241,51,1023.8,170.0,500.1,367.1,11.8,426
R,1418192,1418244,53,1032.7,155.6,443.1,367.6,13.2,453
R,1418358,1418523,166,453.0,380.6,589.0,393.0,2.8,821
L,1418340,1418536,197,517.9,359.7,616.9,325.5,2.2,875
R,1418635,1418808,174,581.1,402.7,501.1,399.8,1.7,1122
L,1418611,1418829,219,632.2,369.7,532.8,388.3,2.1,696
L,1418857,1418885,29,541.6,382.0,716.0,384.5,3.6,228
R,1418856,1418885,30,495.0,422.5,703.6,417.5,4.4,284
R,1419115,1419141,27,701.7,426.3,841.5,432.8,3.0,221
L,1419117,1419143,27,733.8,413.8,856.5,409.5,2.6,178
R,1419296,1419327,32,828.8,423.5,1044.7,430.8,4.6,279
L,1419297,1419328,32,850.1,406.4,1053.2,369.1,4.4,246
L,1419559,1419590,32,1038.3,402.1,1301.5,377.5,5.6,354
R,1419559,1419591,33,1031.0,430.9,1296.3,418.2,5.6,347
R,1419764,1419786,23,1295.6,425.0,1202.2,434.4,2.0,153
L,1419764,1419787,24,1315.0,386.9,1226.1,389.6,1.9,136
R,1419916,1419945,30,1198.5,428.4,1387.4,420.8,4.0,290
L,1419918,1419946,29,1226.7,390.3,1392.2,379.9,3.5,237
L,1420039,1420104,66,1393.1,380.4,403.4,483.1,20.5,607
R,1420040,1420104,65,1379.5,412.9,373.8,487.2,20.8,494
R,1420181,1420401,221,377.0,501.7,503.4,563.4,2.9,883
L,1420158,1420413,256,409.9,469.2,564.3,455.3,3.2,1135
R,1420621,1420635,15,523.9,560.2,482.2,554.0,0.9,75
L,1420619,1420636,18,572.9,508.6,521.2,499.0,1.1,91
R,1420801,1420829,29,485.5,558.2,693.4,547.4,4.3,302
L,1420801,1420830,30,525.2,525.9,716.3,485.1,4.1,247
L,1421117,1421141,25,733.3,513.7,836.8,516.4,2.2,169
R,1421116,1421141,26,703.0,556.6,837.7,551.3,2.9,222
R,1421343,1421370,28,838.3,539.6,1015.6,533.5,3.8,267
L,1421344,1421371,28,833.8,528.0,990.4,536.8,3.3,212
R,1421470,1421630,161,1014.3,530.9,1190.8,486.8,3.9,1068
L,1421456,1421649,194,999.8,538.2,1200.2,520.8,4.3,1112
L,1421771,1421794,24,1180.4,498.5,1271.9,506.1,1.9,125
R,1421770,1421794,25,1169.6,500.1,1275.7,508.6,2.2,155
L,1421952,1421978,27,1279.3,522.9,1405.5,527.6,2.6,157
R,1421951,1421978,28,1282.2,520.2,1421.8,530.5,2.9,173
